dateRep,countriesAndTerritories,cases,deaths,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
2020-01-01,Norway,0,0,
2020-01-02,Norway,0,0,
2020-01-03,Norway,0,0,
2020-01-04,Norway,0,0,
2020-01-05,Norway,0,0,
2020-01-06,Norway,0,0,
2020-01-07,Norway,0,0,
2020-01-08,Norway,0,0,
2020-01-09,Norway,0,0,
2020-01-10,Norway,0,0,
2020-01-11,Norway,0,0,
2020-01-12,Norway,0,0,
2020-01-13,Norway,0,0,0.0
2020-01-14,Norway,0,0,0.0
2020-01-15,Norway,0,0,0.0
2020-01-16,Norway,0,0,0.0
2020-01-17,Norway,0,0,0.0
2020-01-18,Norway,0,0,0.0
2020-01-19,Norway,0,0,0.0
2020-01-20,Norway,0,0,0.0
2020-01-21,Norway,0,0,0.0
2020-01-22,Norway,0,0,0.0
2020-01-23,Norway,0,0,0.0
2020-01-24,Norway,0,0,0.0
2020-01-25,Norway,0,0,0.0
2020-01-26,Norway,0,0,0.0
2020-01-27,Norway,0,0,0.0
2020-01-28,Norway,0,0,0.0
2020-01-29,Norway,0,0,0.0
2020-01-30,Norway,0,0,0.0
2020-01-31,Norway,0,0,0.0
2020-02-01,Norway,0,0,0.0
2020-02-02,Norway,0,0,0.0
2020-02-03,Norway,0,0,0.0
2020-02-04,Norway,0,0,0.0
2020-02-05,Norway,0,0,0.0
2020-02-06,Norway,0,0,0.0
2020-02-07,Norway,0,0,0.0
2020-02-08,Norway,0,0,0.0
2020-02-09,Norway,0,0,0.0
2020-02-10,Norway,0,0,0.0
2020-02-11,Norway,0,0,0.0
2020-02-12,Norway,0,0,0.0
2020-02-13,Norway,0,0,0.0
2020-02-14,Norway,0,0,0.0
2020-02-15,Norway,0,0,0.0
2020-02-16,Norway,0,0,0.0
2020-02-17,Norway,0,0,0.0
2020-02-18,Norway,0,0,0.0
2020-02-19,Norway,0,0,0.0
2020-02-20,Norway,0,0,0.0
2020-02-21,Norway,0,0,0.0
2020-02-22,Norway,0,0,0.0
2020-02-23,Norway,0,0,0.0
2020-02-24,Norway,0,0,0.0
2020-02-25,Norway,0,0,0.0
2020-02-26,Norway,0,0,0.0
2020-02-27,Norway,1,0,0.01876802
2020-02-28,Norway,3,0,0.07507209
2020-02-29,Norway,2,0,0.11260813
2020-03-01,Norway,9,0,0.28152033
2020-03-02,Norway,4,0,0.35659242
2020-03-03,Norway,6,0,0.46920055
2020-03-04,Norway,8,0,0.61934473
2020-03-05,Norway,23,0,1.05100923
2020-03-06,Norway,30,0,1.61404989
2020-03-07,Norway,27,0,2.12078649
2020-03-08,Norway,34,0,2.75889923
2020-03-09,Norway,22,0,3.17179572
2020-03-10,Norway,23,0,3.60346022
2020-03-11,Norway,85,0,5.19874209
2020-03-12,Norway,212,0,9.15879473
2020-03-13,Norway,132,1,11.57986957
2020-03-14,Norway,0,0,11.54233353
2020-03-15,Norway,286,0,16.74107562
2020-03-16,Norway,170,0,19.85656727
2020-03-17,Norway,92,2,21.47061716
2020-03-18,Norway,139,0,23.92922804
2020-03-19,Norway,115,0,25.65588606
2020-03-20,Norway,129,3,27.51392024
2020-03-21,Norway,190,1,30.57310783
2020-03-22,Norway,184,0,33.38831113
2020-03-23,Norway,206,0,36.84162717
2020-03-24,Norway,239,1,40.89551992
2020-03-25,Norway,195,2,42.96000234
2020-03-26,Norway,350,2,45.54998938
2020-03-27,Norway,240,2,47.57693575
2020-03-28,Norway,425,2,55.5533451
2020-03-29,Norway,264,4,55.14044862
2020-03-30,Norway,257,2,56.77326653
2020-03-31,Norway,124,4,57.37384323
2020-04-01,Norway,221,2,58.91282104
2020-04-02,Norway,218,4,60.8459273
2020-04-03,Norway,270,10,63.4922184
2020-04-04,Norway,273,2,65.04996423
2020-04-05,Norway,302,6,67.26459082
2020-04-06,Norway,130,8,65.83822115
2020-04-07,Norway,115,1,63.51098642
2020-04-08,Norway,108,10,61.87816851
2020-04-09,Norway,147,11,58.06826005
2020-04-10,Norway,150,8,56.37913807
2020-04-11,Norway,84,4,49.97924257
2020-04-12,Norway,76,6,46.45085443
2020-04-13,Norway,95,5,43.41043487
2020-04-14,Norway,73,11,42.45326575
2020-04-15,Norway,78,13,39.7694386
2020-04-16,Norway,111,3,37.76126025
2020-04-17,Norway,114,6,34.83344882
2020-04-18,Norway,0,0,29.70977882
2020-04-19,Norway,193,12,27.66406442
2020-04-20,Norway,84,6,26.80073541
2020-04-21,Norway,45,0,25.48697387
2020-04-22,Norway,53,9,24.45473266
2020-04-23,Norway,84,6,23.27234727
2020-04-24,Norway,95,11,22.24010606
2020-04-25,Norway,63,11,21.8459776
2020-04-26,Norway,59,2,21.52692123
2020-04-27,Norway,38,0,20.45714397
2020-04-28,Norway,28,0,19.61258298
2020-04-29,Norway,72,2,19.49997485
2020-04-30,Norway,62,7,18.58034177
2020-05-01,Norway,43,2,17.24781221
2020-05-02,Norway,49,0,18.16744529
2020-05-03,Norway,0,0,14.54521704
2020-05-04,Norway,50,4,13.9071043
2020-05-05,Norway,38,0,13.77572814
2020-05-06,Norway,56,1,13.83203221
2020-05-07,Norway,50,0,13.19391946
2020-05-08,Norway,42,0,12.1992143
2020-05-09,Norway,39,4,11.74878177
2020-05-10,Norway,35,0,11.29834924
2020-05-11,Norway,30,4,11.14820506
2020-05-12,Norway,7,7,10.7540766
2020-05-13,Norway,29,4,9.94705166
2020-05-14,Norway,23,1,9.2150988
2020-05-15,Norway,17,3,8.72713023
2020-05-16,Norway,22,0,8.22039363
2020-05-17,Norway,0,0,8.22039363
2020-05-18,Norway,0,0,7.28199253
2020-05-19,Norway,52,1,7.54474484
2020-05-20,Norway,8,0,6.64387979
2020-05-21,Norway,11,1,5.91192693
2020-05-22,Norway,0,0,5.12367
2020-05-23,Norway,41,1,5.16120605
2020-05-24,Norway,0,0,4.50432528
2020-05-25,Norway,0,0,3.94128462
2020-05-26,Norway,43,0,4.61693341
2020-05-27,Norway,12,0,4.29787704
2020-05-28,Norway,19,0,4.22280495
2020-05-29,Norway,18,1,4.24157297
2020-05-30,Norway,10,0,4.01635671
2020-05-31,Norway,0,0,4.01635671
2020-06-01,Norway,0,0,4.01635671
2020-06-02,Norway,0,0,3.04041956
2020-06-03,Norway,35,1,3.54715616
2020-06-04,Norway,0,0,3.34070791
2020-06-05,Norway,31,1,3.9225166
2020-06-06,Norway,27,0,3.65976429
2020-06-07,Norway,0,0,3.65976429
2020-06-08,Norway,0,0,3.65976429
2020-06-09,Norway,43,1,3.65976429
2020-06-10,Norway,16,0,3.73483638
2020-06-11,Norway,13,0,3.62222824
2020-06-12,Norway,18,3,3.62222824
2020-06-13,Norway,12,0,3.65976429
2020-06-14,Norway,0,0,3.65976429
2020-06-15,Norway,0,0,3.65976429
2020-06-16,Norway,25,0,4.12896484
2020-06-17,Norway,0,0,3.47208407
2020-06-18,Norway,29,1,4.01635671
2020-06-19,Norway,32,1,4.03512473
2020-06-20,Norway,0,0,3.52838813
2020-06-21,Norway,16,0,3.82867649
2020-06-22,Norway,0,0,3.82867649
2020-06-23,Norway,37,4,3.71606835
2020-06-24,Norway,6,0,3.52838813
2020-06-25,Norway,26,1,3.77237242
2020-06-26,Norway,16,0,3.73483638
2020-06-27,Norway,22,0,3.9225166
2020-06-28,Norway,0,0,3.9225166
2020-06-29,Norway,0,0,3.9225166
2020-06-30,Norway,40,0,4.20403693
2020-07-01,Norway,10,1,4.39171715
2020-07-02,Norway,22,1,4.26034099
2020-07-03,Norway,8,0,3.80990846
2020-07-04,Norway,0,0,3.80990846
2020-07-05,Norway,0,0,3.50962011
2020-07-06,Norway,0,0,3.50962011
2020-07-07,Norway,35,0,3.47208407
2020-07-08,Norway,6,0,3.47208407
2020-07-09,Norway,11,0,3.19056374
2020-07-10,Norway,7,1,3.02165154
2020-07-11,Norway,11,0,2.8152033
2020-07-12,Norway,0,0,2.8152033
2020-07-13,Norway,0,0,2.8152033
2020-07-14,Norway,16,1,2.36477077
2020-07-15,Norway,3,0,2.23339462
2020-07-16,Norway,17,0,2.13955451
2020-07-17,Norway,10,1,2.17709055
2020-07-18,Norway,4,1,2.25216264
2020-07-19,Norway,0,0,2.25216264
2020-07-20,Norway,0,0,2.25216264
2020-07-21,Norway,13,0,1.83926616
2020-07-22,Norway,10,0,1.91433824
2020-07-23,Norway,15,0,1.98941033
2020-07-24,Norway,9,0,2.02694638
2020-07-25,Norway,23,0,2.25216264
2020-07-26,Norway,0,0,2.25216264
2020-07-27,Norway,0,0,2.25216264
2020-07-28,Norway,32,0,2.55245099
2020-07-29,Norway,15,0,2.77766725
2020-07-30,Norway,18,0,2.79643528
2020-07-31,Norway,22,0,3.02165154
2020-08-01,Norway,36,0,3.62222824
2020-08-02,Norway,0,0,3.62222824
2020-08-03,Norway,0,0,3.62222824
2020-08-04,Norway,60,1,4.50432528
2020-08-05,Norway,65,0,5.53656649
2020-08-06,Norway,29,0,5.7993188
2020-08-07,Norway,47,0,6.51250363
2020-08-08,Norway,59,0,7.18815242
2020-08-09,Norway,0,0,7.18815242
2020-08-10,Norway,0,0,7.18815242
2020-08-11,Norway,170,0,9.77813946
2020-08-12,Norway,46,0,10.35994814
2020-08-13,Norway,66,0,11.2608132
2020-08-14,Norway,33,1,11.46726144
2020-08-15,Norway,67,4,12.04907012
2020-08-16,Norway,0,0,12.04907012
2020-08-17,Norway,0,0,12.04907012
2020-08-18,Norway,154,0,13.81326419
2020-08-19,Norway,56,1,13.64435199
2020-08-20,Norway,51,0,14.05724847
2020-08-21,Norway,51,2,14.13232056
2020-08-22,Norway,35,0,13.68188803
2020-08-23,Norway,0,0,13.68188803
2020-08-24,Norway,0,0,13.68188803
2020-08-25,Norway,126,0,12.85609507
2020-08-26,Norway,72,0,13.34406364
2020-08-27,Norway,59,0,13.21268748
2020-08-28,Norway,51,0,13.55051188
2020-08-29,Norway,38,0,13.00623924
2020-08-30,Norway,0,0,13.00623924
2020-08-31,Norway,0,0,13.00623924
2020-09-01,Norway,101,0,12.01153408
2020-09-02,Norway,139,0,13.5692799
2020-09-03,Norway,88,0,14.26369671
2020-09-04,Norway,164,0,16.3844832
2020-09-05,Norway,85,0,17.3228843
2020-09-06,Norway,0,0,17.3228843
2020-09-07,Norway,0,0,17.3228843
2020-09-08,Norway,267,0,19.9691754
2020-09-09,Norway,132,0,21.09525672
2020-09-10,Norway,105,0,21.95858573
2020-09-11,Norway,122,1,23.29111529
2020-09-12,Norway,120,0,24.8300931
2020-09-13,Norway,0,0,24.8300931
2020-09-14,Norway,0,0,24.8300931
2020-09-15,Norway,289,0,28.35848123
2020-09-16,Norway,122,0,28.03942486
2020-09-17,Norway,116,0,28.56492947
2020-09-18,Norway,106,1,27.4763842
2020-09-19,Norway,146,1,28.62123354
2020-09-20,Norway,0,0,28.62123354
2020-09-21,Norway,0,0,28.62123354
2020-09-22,Norway,251,0,28.32094519
2020-09-23,Norway,104,0,27.79544057
2020-09-24,Norway,152,0,28.67753761
2020-09-25,Norway,123,3,28.69630563
2020-09-26,Norway,131,0,28.90275387
2020-09-27,Norway,0,0,28.90275387
2020-09-28,Norway,0,0,28.90275387
2020-09-29,Norway,292,4,28.95905794
2020-09-30,Norway,90,0,28.35848123
2020-10-01,Norway,126,0,28.54616145
2020-10-02,Norway,113,0,28.67753761
2020-10-03,Norway,122,1,28.22710508
2020-10-04,Norway,0,0,28.22710508
2020-10-05,Norway,0,0,28.22710508
2020-10-06,Norway,308,0,29.29688233
2020-10-07,Norway,147,0,30.10390728
2020-10-08,Norway,180,0,30.62941189
2020-10-09,Norway,228,0,32.6000542
2020-10-10,Norway,209,0,34.06395992
2020-10-11,Norway,0,0,34.06395992
2020-10-12,Norway,0,0,34.06395992
2020-10-13,Norway,303,1,34.27040816
2020-10-14,Norway,115,1,34.73960871
2020-10-15,Norway,152,0,35.22757728
2020-10-16,Norway,162,1,36.14721036
2020-10-17,Norway,183,0,37.2920597
2020-10-18,Norway,0,0,37.2920597
2020-10-19,Norway,0,0,37.2920597
2020-10-20,Norway,320,0,37.51727596
2020-10-21,Norway,147,0,37.51727596
2020-10-22,Norway,168,1,37.2920597
2020-10-23,Norway,193,0,36.63517893
2020-10-24,Norway,268,0,37.74249223
2020-10-25,Norway,0,0,37.74249223
2020-10-26,Norway,0,0,37.74249223
2020-10-27,Norway,676,0,44.74296443
2020-10-28,Norway,433,1,50.71119543
2020-10-29,Norway,322,0,53.90175916
2020-10-30,Norway,403,1,58.42485246
2020-10-31,Norway,497,1,64.31801137
2020-11-01,Norway,0,0,64.31801137
2020-11-02,Norway,0,0,64.31801137
2020-11-03,Norway,1071,0,78.41279589
2020-11-04,Norway,700,0,88.79151205
2020-11-05,Norway,620,0,97.27465799
2020-11-06,Norway,621,2,105.3073714
2020-11-07,Norway,650,1,112.4767558
2020-11-08,Norway,0,0,112.4767558
2020-11-09,Norway,0,0,112.4767558
2020-11-10,Norway,1502,0,127.97914197
2020-11-11,Norway,594,0,131.00079351
2020-11-12,Norway,564,0,135.54265483
2020-11-13,Norway,618,6,139.57777956
2020-11-14,Norway,723,3,143.81935253
2020-11-15,Norway,0,0,143.81935253
2020-11-16,Norway,0,0,143.81935253
2020-11-17,Norway,1737,0,156.31885518
2020-11-18,Norway,547,4,153.44734782
2020-11-19,Norway,603,1,153.12829144
2020-11-20,Norway,655,6,153.76640419
2020-11-21,Norway,670,1,154.14176463
2020-11-22,Norway,0,0,154.14176463
2020-11-23,Norway,0,0,154.14176463
2020-11-24,Norway,1329,5,150.89489682
2020-11-25,Norway,416,3,147.55418891
2020-11-26,Norway,531,2,146.93484418
2020-11-27,Norway,553,0,145.71492275
2020-11-28,Norway,480,12,141.15429341
2020-11-29,Norway,0,0,141.15429341
2020-11-30,Norway,0,0,141.15429341
2020-12-01,Norway,1079,4,128.80493494
2020-12-02,Norway,324,2,124.61966603
2020-12-03,Norway,441,17,121.57924647
2020-12-04,Norway,377,2,116.36173636
2020-12-05,Norway,403,1,111.35067449
2020-12-06,Norway,0,0,111.35067449
2020-12-07,Norway,0,0,111.35067449
2020-12-08,Norway,951,5,104.25636217
2020-12-09,Norway,381,2,103.5994814
2020-12-10,Norway,459,0,102.24818382
2020-12-11,Norway,362,21,98.66349162
2020-12-12,Norway,498,5,99.00131601
2020-12-13,Norway,0,0,99.00131601
2020-12-14,Norway,0,0,99.00131601
2019-12-31,Oman,0,0,
2020-01-01,Oman,0,0,
2020-01-02,Oman,0,0,
2020-01-03,Oman,0,0,
2020-01-04,Oman,0,0,
2020-01-05,Oman,0,0,
2020-01-06,Oman,0,0,
2020-01-07,Oman,0,0,
2020-01-08,Oman,0,0,
2020-01-09,Oman,0,0,
2020-01-10,Oman,0,0,
2020-01-11,Oman,0,0,
2020-01-12,Oman,0,0,
2020-01-13,Oman,0,0,0.0
2020-01-14,Oman,0,0,0.0
2020-01-15,Oman,0,0,0.0
2020-01-16,Oman,0,0,0.0
2020-01-17,Oman,0,0,0.0
2020-01-18,Oman,0,0,0.0
2020-01-19,Oman,0,0,0.0
2020-01-20,Oman,0,0,0.0
2020-01-21,Oman,0,0,0.0
2020-01-22,Oman,0,0,0.0
2020-01-23,Oman,0,0,0.0
2020-01-24,Oman,0,0,0.0
2020-01-25,Oman,0,0,0.0
2020-01-26,Oman,0,0,0.0
2020-01-27,Oman,0,0,0.0
2020-01-28,Oman,0,0,0.0
2020-01-29,Oman,0,0,0.0
2020-01-30,Oman,0,0,0.0
2020-01-31,Oman,0,0,0.0
2020-02-01,Oman,0,0,0.0
2020-02-02,Oman,0,0,0.0
2020-02-03,Oman,0,0,0.0
2020-02-04,Oman,0,0,0.0
2020-02-05,Oman,0,0,0.0
2020-02-06,Oman,0,0,0.0
2020-02-07,Oman,0,0,0.0
2020-02-08,Oman,0,0,0.0
2020-02-09,Oman,0,0,0.0
2020-02-10,Oman,0,0,0.0
2020-02-11,Oman,0,0,0.0
2020-02-12,Oman,0,0,0.0
2020-02-13,Oman,0,0,0.0
2020-02-14,Oman,0,0,0.0
2020-02-15,Oman,0,0,0.0
2020-02-16,Oman,0,0,0.0
2020-02-17,Oman,0,0,0.0
2020-02-18,Oman,0,0,0.0
2020-02-19,Oman,0,0,0.0
2020-02-20,Oman,0,0,0.0
2020-02-21,Oman,0,0,0.0
2020-02-22,Oman,0,0,0.0
2020-02-23,Oman,0,0,0.0
2020-02-24,Oman,0,0,0.0
2020-02-25,Oman,2,0,0.04020107
2020-02-26,Oman,2,0,0.08040214
2020-02-27,Oman,0,0,0.08040214
2020-02-28,Oman,2,0,0.12060321
2020-02-29,Oman,0,0,0.12060321
2020-03-01,Oman,0,0,0.12060321
2020-03-02,Oman,0,0,0.12060321
2020-03-03,Oman,1,0,0.14070374
2020-03-05,Oman,8,0,0.30150802
2020-03-06,Oman,1,0,0.32160856
2020-03-10,Oman,2,0,0.36180963
2020-03-11,Oman,0,0,0.36180963
2020-03-14,Oman,2,0,0.4020107
2020-03-15,Oman,0,0,0.4020107
2020-03-16,Oman,2,0,0.4020107
2020-03-17,Oman,2,0,0.4020107
2020-03-18,Oman,0,0,0.4020107
2020-03-19,Oman,15,0,0.66331765
2020-03-20,Oman,0,0,0.66331765
2020-03-21,Oman,9,0,0.84422246
2020-03-22,Oman,4,0,0.9246246
2020-03-23,Oman,3,0,0.96482567
2020-03-24,Oman,11,0,1.02512728
2020-03-25,Oman,18,0,1.36683637
2020-03-26,Oman,15,0,1.62814332
2020-03-27,Oman,10,0,1.82914867
2020-03-28,Oman,22,0,2.23115937
2020-03-29,Oman,21,0,2.6532706
2020-03-30,Oman,15,0,2.91457755
2020-03-31,Oman,12,0,3.1155829
2020-04-01,Oman,13,1,3.37688985
2020-04-02,Oman,18,0,3.43719146
2020-04-03,Oman,21,0,3.85930269
2020-04-04,Oman,0,0,3.67839787
2020-04-05,Oman,46,1,4.52262034
2020-04-06,Oman,21,0,4.88442996
2020-04-07,Oman,73,0,6.13066312
2020-04-08,Oman,48,0,6.73367917
2020-04-09,Oman,0,0,6.43217115
2020-04-10,Oman,38,1,6.99498612
2020-04-11,Oman,27,0,7.0954888
2020-04-12,Oman,62,0,7.91961073
2020-04-13,Oman,53,1,8.68343105
2020-04-14,Oman,214,0,12.74373909
2020-04-15,Oman,97,0,14.43218401
2020-04-16,Oman,0,0,14.07037438
2020-04-17,Oman,109,0,15.83922145
2020-04-18,Oman,50,2,16.84424819
2020-04-19,Oman,111,0,18.15078296
2020-04-20,Oman,86,1,19.45731772
2020-04-21,Oman,242,1,22.85430811
2020-04-22,Oman,0,0,21.88948244
2020-04-23,Oman,106,0,24.02013913
2020-04-24,Oman,102,1,25.30657336
2020-04-25,Oman,74,1,26.25129849
2020-04-26,Oman,115,0,27.31662684
2020-04-27,Oman,93,0,28.12064823
2020-04-28,Oman,51,0,24.84426106
2020-04-29,Oman,82,0,24.54275303
2020-04-30,Oman,143,0,27.41712951
2020-05-01,Oman,74,1,26.7136108
2020-05-02,Oman,99,0,27.698537
2020-05-03,Oman,36,1,26.19099689
2020-05-04,Oman,85,0,26.17089636
2020-05-05,Oman,69,0,22.69350383
2020-05-06,Oman,98,0,24.66335624
2020-05-07,Oman,168,1,25.9095894
2020-05-08,Oman,55,1,24.96486427
2020-05-09,Oman,154,1,26.57290705
2020-05-10,Oman,112,2,26.51260545
2020-05-11,Oman,175,0,28.1608493
2020-05-12,Oman,175,0,30.65331562
2020-05-13,Oman,147,0,31.95985039
2020-05-14,Oman,298,0,35.07543329
2020-05-15,Oman,322,2,40.06036593
2020-05-16,Oman,284,0,43.77896487
2020-05-17,Oman,404,2,51.17596169
2020-05-18,Oman,157,1,52.6232002
2020-05-19,Oman,193,4,55.11566652
2020-05-20,Oman,292,1,59.01517028
2020-05-21,Oman,372,3,63.11567938
2020-05-22,Oman,327,1,68.58302486
2020-05-23,Oman,424,1,74.01016926
2020-05-24,Oman,463,4,81.06545699
2020-05-25,Oman,513,1,87.85943776
2020-05-26,Oman,0,0,84.34184417
2020-05-27,Oman,348,0,88.38205167
2020-05-28,Oman,255,1,87.51772867
2020-05-29,Oman,636,2,93.82929661
2020-05-30,Oman,811,0,104.42227847
2020-05-31,Oman,603,2,108.4222849
2020-06-01,Oman,1014,5,125.64844325
2020-06-02,Oman,786,3,137.56806041
2020-06-03,Oman,576,9,143.2766123
2020-06-04,Oman,738,8,150.63340805
2020-06-05,Oman,779,0,159.7188498
2020-06-06,Oman,770,5,166.67363485
2020-06-07,Oman,930,0,176.06058462
2020-06-08,Oman,866,3,183.15607342
2020-06-09,Oman,604,6,195.29679646
2020-06-10,Oman,712,2,202.61339114
2020-06-11,Oman,689,1,211.33702326
2020-06-12,Oman,1067,5,220.00035377
2020-06-13,Oman,1117,7,226.15111743
2020-06-14,Oman,1006,3,234.25163297
2020-06-15,Oman,1404,5,242.09084155
2020-06-16,Oman,1043,4,247.25667901
2020-06-17,Oman,745,6,250.65366939
2020-06-18,Oman,810,2,252.1009079
2020-06-19,Oman,739,3,251.29688651
2020-06-20,Oman,852,6,252.94513036
2020-06-21,Oman,896,3,252.26171218
2020-06-22,Oman,905,3,253.04563304
2020-06-23,Oman,1605,6,273.16626841
2020-06-24,Oman,1318,3,285.34719252
2020-06-25,Oman,1142,2,294.4527348
2020-06-26,Oman,1366,2,300.46279471
2020-06-27,Oman,1132,9,300.76430274
2020-06-28,Oman,919,6,299.01555621
2020-06-29,Oman,1197,4,294.8547455
2020-06-30,Oman,910,6,292.18137436
2020-07-01,Oman,1010,7,297.50801609
2020-07-02,Oman,1124,9,303.81958403
2020-07-03,Oman,1361,3,316.3221167
2020-07-04,Oman,1374,5,326.81459588
2020-07-05,Oman,1177,10,332.46284617
2020-07-06,Oman,1072,10,335.81963549
2020-07-07,Oman,1557,5,334.85480982
2020-07-08,Oman,1262,6,333.72917987
2020-07-09,Oman,1210,9,335.09601623
2020-07-10,Oman,1518,3,338.15129753
2020-07-11,Oman,1889,8,353.3674024
2020-07-12,Oman,1083,4,356.66389011
2020-07-13,Oman,1318,9,359.09605483
2020-07-14,Oman,2164,2,384.30212551
2020-07-15,Oman,1389,14,391.92022821
2020-07-16,Oman,1679,8,403.07602505
2020-07-17,Oman,1327,9,402.39260686
2020-07-18,Oman,1619,8,407.3172379
2020-07-19,Oman,1311,10,410.01070956
2020-07-20,Oman,1157,10,411.71925503
2020-07-21,Oman,1739,8,415.37755237
2020-07-22,Oman,1487,11,419.9001727
2020-07-23,Oman,1660,12,428.94541338
2020-07-24,Oman,1099,6,420.52328928
2020-07-25,Oman,1145,4,405.56849137
2020-07-26,Oman,1067,12,405.24688281
2020-07-27,Oman,1147,13,401.80969135
2020-07-28,Oman,1053,9,379.47799715
2020-07-29,Oman,846,9,368.56340674
2020-07-30,Oman,665,10,348.18146441
2020-07-31,Oman,590,9,333.36737024
2020-08-01,Oman,0,0,300.82460434
2020-08-02,Oman,0,0,274.47280317
2020-08-03,Oman,0,0,251.21648437
2020-08-04,Oman,0,0,216.26165429
2020-08-05,Oman,0,0,186.37215899
2020-08-06,Oman,1127,67,175.65857392
2020-08-07,Oman,427,4,162.15101451
2020-08-08,Oman,354,10,146.25149146
2020-08-09,Oman,290,7,130.63337589
2020-08-10,Oman,223,4,112.06048171
2020-08-11,Oman,207,8,95.05542923
2020-08-12,Oman,263,12,83.33681743
2020-08-13,Oman,249,6,74.97499493
2020-08-14,Oman,232,12,67.77900346
2020-08-15,Oman,212,6,72.04031685
2020-08-16,Oman,181,5,75.67851365
2020-08-17,Oman,162,10,78.9348003
2020-08-18,Oman,140,16,81.74887517
2020-08-19,Oman,192,9,85.60817786
2020-08-20,Oman,188,6,66.73377565
2020-08-21,Oman,163,6,61.42723446
2020-08-22,Oman,0,0,54.31164512
2020-08-23,Oman,0,0,48.48249002
2020-08-24,Oman,0,0,44.00007075
2020-08-25,Oman,740,28,54.71365582
2020-08-26,Oman,143,5,52.30159164
2020-08-27,Oman,166,4,50.63324725
2020-08-28,Oman,187,4,49.72872318
2020-08-29,Oman,0,0,45.4674098
2020-08-30,Oman,0,0,41.82921299
2020-08-31,Oman,539,27,49.40711462
2020-09-01,Oman,178,8,50.17093495
2020-09-02,Oman,206,4,50.45234244
2020-09-03,Oman,0,0,46.67344189
2020-09-04,Oman,452,16,52.48249645
2020-09-05,Oman,0,0,52.48249645
2020-09-06,Oman,0,0,52.48249645
2020-09-07,Oman,692,23,66.39206656
2020-09-08,Oman,256,6,56.6634077
2020-09-09,Oman,262,8,59.05537135
2020-09-10,Oman,349,9,62.73376922
2020-09-11,Oman,398,11,66.97498207
2020-09-12,Oman,0,0,66.97498207
2020-09-13,Oman,0,0,66.97498207
2020-09-14,Oman,1409,18,84.46244738
2020-09-15,Oman,476,10,90.45240676
2020-09-16,Oman,438,7,95.11573084
2020-09-17,Oman,536,8,105.88961751
2020-09-18,Oman,557,13,108.00017367
2020-09-19,Oman,0,0,108.00017367
2020-09-20,Oman,0,0,108.00017367
2020-09-21,Oman,1722,28,128.70372455
2020-09-22,Oman,576,7,135.1358957
2020-09-23,Oman,660,12,143.13590856
2020-09-24,Oman,628,10,148.74395778
2020-09-25,Oman,568,10,152.1610487
2020-09-26,Oman,0,0,152.1610487
2020-09-27,Oman,0,0,152.1610487
2020-09-28,Oman,1543,24,154.85452037
2020-09-29,Oman,607,15,157.48769043
2020-09-30,Oman,528,11,159.29673857
2020-10-01,Oman,0,0,148.5228519
2020-10-02,Oman,0,0,137.32685399
2020-10-03,Oman,0,0,137.32685399
2020-10-04,Oman,0,0,137.32685399
2020-10-05,Oman,2685,42,156.68366904
2020-10-06,Oman,544,8,156.04045192
2020-10-07,Oman,834,5,159.53794499
2020-10-08,Oman,817,10,163.33694607
2020-10-09,Oman,664,9,165.26659741
2020-10-10,Oman,0,0,165.26659741
2020-10-11,Oman,0,0,165.26659741
2020-10-12,Oman,1761,29,169.64851401
2020-10-13,Oman,685,8,171.21635572
2020-10-14,Oman,638,7,173.42741456
2020-10-15,Oman,563,8,184.74401567
2020-10-16,Oman,520,10,195.19629378
2020-10-17,Oman,0,0,195.19629378
2020-10-18,Oman,0,0,195.19629378
2020-10-19,Oman,1657,30,174.53294397
2020-10-20,Oman,641,13,176.48269585
2020-10-21,Oman,439,8,168.54298459
2020-10-22,Oman,451,15,161.18618884
2020-10-23,Oman,353,10,154.93492251
2020-10-24,Oman,0,0,154.93492251
2020-10-25,Oman,0,0,154.93492251
2020-10-26,Oman,1095,27,141.54796631
2020-10-27,Oman,422,16,136.26152565
2020-10-28,Oman,466,13,132.80423366
2020-10-29,Oman,614,5,133.82936093
2020-10-30,Oman,0,0,123.37708282
2020-10-31,Oman,0,0,123.37708282
2020-11-01,Oman,0,0,123.37708282
2020-11-02,Oman,1300,38,116.20119188
2020-11-03,Oman,418,10,111.71877261
2020-11-04,Oman,376,8,110.45243892
2020-11-05,Oman,319,11,107.79916832
2020-11-06,Oman,320,11,107.13585067
2020-11-07,Oman,0,0,107.13585067
2020-11-08,Oman,0,0,107.13585067
2020-11-09,Oman,973,15,104.68358542
2020-11-10,Oman,363,9,103.49765387
2020-11-11,Oman,381,6,101.7891084
2020-11-12,Oman,302,5,95.51774154
2020-11-13,Oman,256,5,100.66347845
2020-11-14,Oman,0,0,100.66347845
2020-11-15,Oman,0,0,100.66347845
2020-11-16,Oman,947,12,93.56798966
2020-11-17,Oman,329,12,91.77904206
2020-11-18,Oman,0,0,84.22124096
2020-11-19,Oman,411,10,86.07049016
2020-11-20,Oman,231,5,84.28154256
2020-11-21,Oman,0,0,84.28154256
2020-11-22,Oman,0,0,84.28154256
2020-11-23,Oman,721,15,79.21620778
2020-11-24,Oman,275,6,77.44736072
2020-11-25,Oman,223,5,74.27147622
2020-11-26,Oman,0,0,68.2011147
2020-11-27,Oman,0,0,63.05537778
